IDUsuario;RetiroDT;RetiroEstacion;AnclajeDT;AnclajeEstacion
66658;2016-10-01 12:26:40.383;4;2016-10-01 12:45:33.000;23
35998;2016-10-01 12:41:47.130;120;2016-10-01 12:46:19.210;107
26390;2016-10-01 12:41:39.613;6;2016-10-01 12:46:59.000;55
85469;2016-10-01 12:39:17.723;54;2016-10-01 12:47:52.450;91
72903;2016-10-01 12:41:02.177;10;2016-10-01 12:48:37.773;95
69947;2016-10-01 12:30:46.247;9;2016-10-01 12:49:04.000;54
26582;2016-10-01 12:28:51.950;10;2016-10-01 12:49:48.000;53
6237;2016-10-01 12:28:11.340;55;2016-10-01 12:50:19.820;46
87872;2016-10-01 12:34:41.220;34;2016-10-01 12:50:51.423;72
25282;2016-10-01 12:42:58.273;34;2016-10-01 12:51:13.010;11
1883;2016-10-01 12:40:06.363;23;2016-10-01 12:52:17.000;57
23768;2016-10-01 12:41:51.897;108;2016-10-01 12:52:41.430;116
56040;2016-10-01 12:41:48.897;2;2016-10-01 12:52:49.000;4
68641;2016-10-01 12:45:35.197;9;2016-10-01 12:53:26.000;56
9668;2016-10-01 12:50:28.573;6;2016-10-01 12:53:53.000;57
88840;2016-10-01 12:40:08.833;54;2016-10-01 12:54:50.073;2
87001;2016-10-01 12:50:20.450;3;2016-10-01 12:55:47.000;94
11278;2016-10-01 12:43:21.163;25;2016-10-01 12:56:01.000;36
37355;2016-10-01 12:44:46.663;11;2016-10-01 12:57:11.000;68
35927;2016-10-01 12:52:55.763;80;2016-10-01 12:57:39.000;79
78772;2016-10-01 12:41:27.350;35;2016-10-01 12:58:01.560;12
66427;2016-10-01 12:47:20.727;56;2016-10-01 12:58:50.783;25
51427;2016-10-01 12:53:29.203;129;2016-10-01 12:59:35.633;50
31346;2016-10-01 12:53:16.060;59;2016-10-01 13:00:00.863;24
87411;2016-10-01 12:52:36.153;53;2016-10-01 13:00:38.000;90
82576;2016-10-01 12:49:05.713;126;2016-10-01 13:01:19.000;65
43520;2016-10-01 12:57:09.610;107;2016-10-01 13:01:56.430;121
59770;2016-10-01 12:54:02.937;16;2016-10-01 13:02:23.000;7
16819;2016-10-01 12:56:30.250;44;2016-10-01 13:03:27.000;16
24639;2016-10-01 12:58:18.207;64;2016-10-01 13:04:40.000;10
47439;2016-10-01 12:54:21.063;33;2016-10-01 13:05:47.000;90
72729;2016-10-01 13:03:11.443;67;2016-10-01 13:06:46.690;12
22954;2016-10-01 13:01:19.550;16;2016-10-01 13:07:24.000;39
78375;2016-10-01 12:50:02.527;128;2016-10-01 13:08:19.000;65
84015;2016-10-01 12:44:16.383;3;2016-10-01 13:08:46.000;61
54459;2016-10-01 12:45:53.603;59;2016-10-01 13:09:09.723;126
83368;2016-10-01 13:06:22.290;107;2016-10-01 13:09:29.000;92
33027;2016-10-01 12:55:34.687;109;2016-10-01 13:10:10.000;87
35585;2016-10-01 12:58:21.660;98;2016-10-01 13:10:47.000;93
36520;2016-10-01 12:57:18.407;13;2016-10-01 13:11:56.237;116
39591;2016-10-01 13:04:52.273;5;2016-10-01 13:13:12.000;34
4757;2016-10-01 13:01:37.067;106;2016-10-01 13:14:39.217;108
894;2016-10-01 13:06:35.713;9;2016-10-01 13:14:41.000;56
28205;2016-10-01 13:12:01.450;5;2016-10-01 13:15:34.170;33
73315;2016-10-01 13:06:31.260;91;2016-10-01 13:15:54.320;110
23768;2016-10-01 13:07:37.167;116;2016-10-01 13:16:46.810;50
58765;2016-10-01 12:59:54.300;95;2016-10-01 13:17:17.000;70
48726;2016-10-01 13:06:36.587;57;2016-10-01 13:17:59.000;74
88577;2016-10-01 13:07:35.260;29;2016-10-01 13:19:19.597;22
87543;2016-10-01 13:06:35.697;26;2016-10-01 13:20:34.273;93
51713;2016-10-01 13:12:42.403;101;2016-10-01 13:21:15.593;95
60520;2016-10-01 12:59:27.080;38;2016-10-01 13:22:06.637;38
15830;2016-10-01 12:52:48.343;34;2016-10-01 13:23:17.000;56
83482;2016-10-01 13:16:50.797;75;2016-10-01 13:23:34.000;10
89143;2016-10-01 13:12:30.793;23;2016-10-01 13:24:04.093;102
40903;2016-10-01 13:05:15.493;126;2016-10-01 13:24:25.000;16
89320;2016-10-01 13:16:17.953;122;2016-10-01 13:24:46.000;54
70266;2016-10-01 13:16:48.940;37;2016-10-01 13:25:50.000;16
82862;2016-10-01 13:15:19.327;54;2016-10-01 13:27:00.343;50
86996;2016-10-01 13:19:36.283;30;2016-10-01 13:27:21.000;14
20577;2016-10-01 13:15:45.110;60;2016-10-01 13:28:35.310;89
90131;2016-10-01 12:59:47.830;106;2016-10-01 13:29:11.867;106
47858;2016-10-01 13:08:42.073;29;2016-10-01 13:30:01.000;81
6390;2016-10-01 13:19:51.863;34;2016-10-01 13:30:34.793;11
81134;2016-10-01 13:23:06.833;24;2016-10-01 13:31:14.713;64
81818;2016-10-01 13:20:56.940;51;2016-10-01 13:32:48.777;12
55045;2016-10-01 13:18:55.423;99;2016-10-01 13:33:21.000;51
79385;2016-10-01 13:25:48.303;10;2016-10-01 13:33:31.000;67
80932;2016-10-01 13:14:38.983;46;2016-10-01 13:34:38.000;18
27608;2016-10-01 13:28:00.133;94;2016-10-01 13:36:29.000;59
45141;2016-10-01 13:24:24.913;9;2016-10-01 13:37:20.300;13
37549;2016-10-01 13:28:21.337;49;2016-10-01 13:38:08.697;100
15381;2016-10-01 13:32:22.403;40;2016-10-01 13:39:05.000;41
8077;2016-10-01 13:34:42.420;6;2016-10-01 13:40:11.000;10
66017;2016-10-01 13:32:10.747;104;2016-10-01 13:41:04.220;52
71728;2016-10-01 13:36:22.377;111;2016-10-01 13:41:29.597;109
18536;2016-10-01 13:28:48.230;16;2016-10-01 13:41:58.997;38
16778;2016-10-01 13:36:00.623;34;2016-10-01 13:42:04.000;20
78620;2016-10-01 13:35:33.623;102;2016-10-01 13:42:24.137;93
63353;2016-10-01 13:27:12.493;3;2016-10-01 13:42:44.000;80
7869;2016-10-01 13:26:44.010;5;2016-10-01 13:43:19.000;21
74602;2016-10-01 13:26:47.633;123;2016-10-01 13:43:46.370;102
64548;2016-10-01 13:31:08.497;127;2016-10-01 13:44:23.000;67
64811;2016-10-01 13:34:44.983;15;2016-10-01 13:45:08.000;26
25151;2016-10-01 13:17:17.940;57;2016-10-01 13:45:46.000;21
83039;2016-10-01 13:30:44.760;15;2016-10-01 13:46:10.000;34
55492;2016-10-01 13:26:34.367;129;2016-10-01 13:46:32.343;129
79424;2016-10-01 13:40:39.613;114;2016-10-01 13:47:08.960;126
61028;2016-10-01 13:41:01.037;129;2016-10-01 13:47:59.380;117
16218;2016-10-01 13:30:40.980;10;2016-10-01 13:49:37.203;72
86586;2016-10-01 13:44:35.833;109;2016-10-01 13:50:08.193;91
26663;2016-10-01 13:45:31.930;57;2016-10-01 13:50:54.000;8
31819;2016-10-01 13:44:19.537;89;2016-10-01 13:51:00.000;8
64463;2016-10-01 13:36:31.923;45;2016-10-01 13:51:09.000;39
32235;2016-10-01 13:43:20.817;117;2016-10-01 13:51:58.217;109
83582;2016-10-01 13:48:43.930;70;2016-10-01 13:52:43.977;72
48172;2016-10-01 13:43:42.270;57;2016-10-01 13:53:17.000;80
43293;2016-10-01 13:47:25.853;122;2016-10-01 13:53:43.200;130
74004;2016-10-01 13:39:11.940;23;2016-10-01 13:54:38.970;11
55331;2016-10-01 13:50:47.057;98;2016-10-01 13:55:39.000;16
24978;2016-10-01 12:02:14.210;102;2016-10-01 12:13:34.000;23
85383;2016-10-01 12:01:55.163;55;2016-10-01 12:13:44.000;16
56184;2016-10-01 11:44:03.163;59;2016-10-01 12:16:46.733;118
58438;2016-10-01 12:10:35.123;10;2016-10-01 12:17:01.000;58
22319;2016-10-01 12:06:02.790;39;2016-10-01 12:18:04.000;55
2211;2016-10-01 11:36:11.830;4;2016-10-01 12:18:36.000;4
20955;2016-10-01 12:12:31.373;9;2016-10-01 12:19:05.700;11
73808;2016-10-01 12:10:04.670;50;2016-10-01 12:19:39.000;30
79554;2016-10-01 11:58:53.927;66;2016-10-01 12:20:28.000;70
27808;2016-10-01 12:14:35.000;6;2016-10-01 12:21:13.887;102
21393;2016-10-01 12:17:30.063;42;2016-10-01 12:21:48.000;41
51500;2016-10-01 12:14:27.187;4;2016-10-01 12:22:03.000;65
84877;2016-10-01 12:14:57.280;123;2016-10-01 12:23:03.340;105
72729;2016-10-01 12:20:34.550;12;2016-10-01 12:23:51.000;67
3107;2016-10-01 12:12:23.890;92;2016-10-01 12:24:40.757;93
68819;2016-10-01 12:16:43.783;75;2016-10-01 12:24:52.117;60
8797;2016-10-01 12:20:25.067;74;2016-10-01 12:25:01.000;68
79185;2016-10-01 11:53:25.063;47;2016-10-01 12:25:35.000;47
90076;2016-10-01 12:10:35.043;45;2016-10-01 12:26:13.660;52
20318;2016-10-01 12:05:58.570;89;2016-10-01 12:26:19.000;56
28852;2016-10-01 12:18:46.690;45;2016-10-01 12:27:28.670;108
8872;2016-10-01 12:16:50.550;69;2016-10-01 12:27:48.000;10
28836;2016-10-01 12:17:09.440;10;2016-10-01 12:28:45.000;3
75437;2016-10-01 12:18:21.597;12;2016-10-01 12:29:39.000;1
39384;2016-10-01 12:23:35.897;13;2016-10-01 12:29:59.600;22
31054;2016-10-01 12:01:50.803;41;2016-10-01 12:30:17.000;41
87160;2016-10-01 12:19:54.833;95;2016-10-01 12:30:43.053;38
81500;2016-10-01 12:09:30.277;65;2016-10-01 12:31:53.000;74
87833;2016-10-01 12:27:24.963;71;2016-10-01 12:32:34.000;67
45135;2016-10-01 12:18:48.487;128;2016-10-01 12:33:32.157;120
79799;2016-10-01 12:18:36.830;128;2016-10-01 12:33:55.897;120
88214;2016-10-01 12:28:05.230;11;2016-10-01 12:35:05.000;67
55563;2016-10-01 12:25:20.557;14;2016-10-01 12:36:17.000;27
40903;2016-10-01 12:12:39.873;117;2016-10-01 12:36:47.830;114
39822;2016-10-01 12:19:30.847;114;2016-10-01 12:37:18.877;112
87135;2016-10-01 12:23:32.990;122;2016-10-01 12:38:03.000;16
56643;2016-10-01 12:29:53.417;38;2016-10-01 12:38:06.000;56
75939;2016-10-01 12:31:45.590;36;2016-10-01 12:39:18.000;16
88964;2016-10-01 12:17:08.970;6;2016-10-01 12:40:33.903;11
17699;2016-10-01 12:27:50.167;59;2016-10-01 12:41:16.310;89
88744;2016-10-01 12:24:40.820;118;2016-10-01 12:42:03.000;41
6818;2016-10-01 12:23:16.193;119;2016-10-01 12:42:42.000;16
69180;2016-10-01 12:34:03.063;75;2016-10-01 12:43:37.000;10
85445;2016-10-01 12:36:00.047;62;2016-10-01 12:44:30.600;64
36520;2016-10-01 12:34:35.140;2;2016-10-01 12:44:41.983;13
83057;2016-10-01 12:36:15.987;124;2016-10-01 12:45:36.840;11
20685;2016-10-01 12:32:25.793;2;2016-10-01 12:46:08.000;58
29161;2016-10-01 12:15:17.610;55;2016-10-01 12:46:48.000;61
51474;2016-10-01 12:40:28.537;46;2016-10-01 12:47:46.000;42
81650;2016-10-01 12:36:49.407;120;2016-10-01 12:48:20.000;45
39078;2016-10-01 12:25:23.070;46;2016-10-01 12:48:50.000;77
8872;2016-10-01 12:39:02.817;10;2016-10-01 12:49:42.000;69
55598;2016-10-01 12:42:45.520;129;2016-10-01 12:50:15.943;130
10122;2016-10-01 12:47:02.120;9;2016-10-01 12:50:50.073;6
74602;2016-10-01 12:31:40.467;24;2016-10-01 12:51:12.720;50
88033;2016-10-01 12:46:02.680;67;2016-10-01 12:51:47.000;73
70131;2016-10-01 12:45:01.007;117;2016-10-01 12:52:38.410;107
34240;2016-10-01 12:31:41.200;96;2016-10-01 12:52:46.000;68
51931;2016-10-01 12:43:35.053;109;2016-10-01 12:53:11.733;113
29708;2016-10-01 12:41:07.583;59;2016-10-01 12:53:46.000;26
79290;2016-10-01 12:35:48.187;2;2016-10-01 12:54:15.000;23
86875;2016-10-01 12:49:41.480;59;2016-10-01 12:55:29.000;9
981;2016-10-01 12:42:45.473;13;2016-10-01 12:55:54.000;31
73445;2016-10-01 12:47:38.917;9;2016-10-01 12:56:49.000;55
59828;2016-10-01 12:51:44.327;91;2016-10-01 12:57:40.320;98
88980;2016-10-01 12:51:28.420;62;2016-10-01 12:57:53.000;80
28996;2016-10-01 12:36:05.593;14;2016-10-01 12:58:22.000;92
49003;2016-10-01 12:36:51.830;1;2016-10-01 12:59:20.480;12
31638;2016-10-01 12:56:22.157;46;2016-10-01 12:59:48.000;47
59088;2016-10-01 12:52:57.950;120;2016-10-01 13:00:06.470;118
8593;2016-10-01 12:47:56.493;103;2016-10-01 13:01:20.830;37
46597;2016-10-01 12:51:29.637;77;2016-10-01 13:02:06.000;70
52584;2016-10-01 12:58:26.893;82;2016-10-01 13:02:42.000;80
65755;2016-10-01 12:59:45.020;70;2016-10-01 13:04:31.000;74
49035;2016-10-01 12:54:17.390;73;2016-10-01 13:05:04.000;94
62784;2016-10-01 12:54:34.907;84;2016-10-01 13:06:19.000;67
84854;2016-10-01 12:55:32.077;44;2016-10-01 13:07:16.127;108
89294;2016-10-01 13:02:42.413;67;2016-10-01 13:08:11.000;94
85182;2016-10-01 12:59:06.470;105;2016-10-01 13:08:32.000;54
27258;2016-10-01 13:02:36.257;70;2016-10-01 13:08:57.000;94
86966;2016-10-01 12:55:20.563;101;2016-10-01 13:09:23.000;16
57160;2016-10-01 13:06:21.930;70;2016-10-01 13:10:05.647;72
56550;2016-10-01 12:58:52.033;31;2016-10-01 13:10:45.540;43
23174;2016-10-01 13:04:09.833;55;2016-10-01 13:11:28.000;9
74959;2016-10-01 13:01:23.787;36;2016-10-01 13:12:36.000;44
53439;2016-10-01 13:03:02.677;10;2016-10-01 13:14:25.000;30
51167;2016-10-01 13:02:22.677;66;2016-10-01 13:14:39.000;62
89496;2016-10-01 13:04:55.460;66;2016-10-01 13:15:28.000;68
15877;2016-10-01 13:05:22.007;41;2016-10-01 13:15:54.167;24
77412;2016-10-01 13:08:24.527;51;2016-10-01 13:16:41.380;118
2717;2016-10-01 13:11:24.810;90;2016-10-01 13:17:20.683;52
85879;2016-10-01 13:11:00.277;119;2016-10-01 13:17:56.417;111
10197;2016-10-01 13:14:00.390;8;2016-10-01 13:18:33.000;36
63549;2016-10-01 13:06:19.413;21;2016-10-01 13:19:44.000;63
64462;2016-10-01 13:01:22.457;37;2016-10-01 13:21:00.520;46
52136;2016-10-01 12:58:43.690;1;2016-10-01 13:21:47.717;72
23073;2016-10-01 12:22:09.537;53;2016-10-01 13:22:56.030;13
2409;2016-10-01 13:14:41.047;5;2016-10-01 13:23:30.000;67
72498;2016-10-01 13:15:07.577;80;2016-10-01 13:23:55.007;60
40125;2016-10-01 12:48:27.963;25;2016-10-01 13:24:18.000;41
2168;2016-10-01 13:14:37.437;30;2016-10-01 13:24:51.467;52
84699;2016-10-01 13:07:13.790;128;2016-10-01 13:25:39.000;16
49732;2016-10-01 13:17:13.750;17;2016-10-01 13:26:39.860;37
85702;2016-10-01 13:11:21.013;34;2016-10-01 13:27:17.000;20
20311;2016-10-01 13:00:36.253;93;2016-10-01 13:28:02.000;88
73541;2016-10-01 13:21:39.537;59;2016-10-01 13:28:51.000;16
1748;2016-10-01 13:26:44.337;19;2016-10-01 13:29:51.000;18
6377;2016-10-01 13:19:38.143;34;2016-10-01 13:30:31.660;11
8001;2016-10-01 13:21:31.363;20;2016-10-01 13:30:57.000;15
42835;2016-10-01 13:27:00.977;5;2016-10-01 13:31:49.000;9
47197;2016-10-01 13:12:30.827;56;2016-10-01 13:33:19.000;45
68641;2016-10-01 13:19:17.643;56;2016-10-01 13:33:30.000;9
52005;2016-10-01 13:26:33.273;46;2016-10-01 13:34:41.130;106
51929;2016-09-29 20:13:21.337;100;2016-10-01 13:35:11.000;15
23193;2016-10-01 13:05:54.710;12;2016-10-01 13:36:21.000;3
47889;2016-10-01 13:29:03.840;31;2016-10-01 13:37:12.000;20
35942;2016-10-01 13:32:51.060;119;2016-10-01 13:37:37.063;109
62922;2016-10-01 13:34:32.560;98;2016-10-01 13:38:56.000;16
35860;2016-10-01 13:11:43.637;69;2016-10-01 13:39:57.000;69
70157;2016-10-01 13:36:14.437;94;2016-10-01 13:40:55.000;67
9799;2016-10-01 13:27:18.150;108;2016-10-01 13:41:20.000;48
22065;2016-10-01 13:37:21.093;102;2016-10-01 13:41:43.000;18
60420;2016-10-01 13:34:59.297;16;2016-10-01 13:42:06.000;18
70930;2016-10-01 13:30:19.620;89;2016-10-01 13:42:20.653;2
87313;2016-10-01 13:32:28.293;34;2016-10-01 13:42:39.957;64
41153;2016-10-01 13:33:34.013;49;2016-10-01 13:43:23.683;105
84686;2016-10-01 13:35:38.470;99;2016-10-01 13:43:34.000;49
80583;2016-10-01 13:38:49.847;89;2016-10-01 13:44:05.623;64
78430;2016-10-01 13:37:06.377;53;2016-10-01 13:44:54.000;32
54757;2016-10-01 13:17:00.033;57;2016-10-01 13:45:44.000;21
62242;2016-10-01 13:27:16.213;41;2016-10-01 13:46:15.723;118
88010;2016-10-01 13:33:20.077;16;2016-10-01 13:46:27.000;44
69944;2016-10-01 13:37:48.267;128;2016-10-01 13:46:58.150;11
79131;2016-10-01 13:38:41.957;54;2016-10-01 13:47:46.000;92
22109;2016-10-01 13:40:41.817;8;2016-10-01 13:48:29.000;39
72751;2016-10-01 13:44:40.100;59;2016-10-01 13:49:09.000;57
3066;2016-10-01 13:23:20.130;121;2016-10-01 13:49:55.000;78
26518;2016-10-01 13:37:19.720;53;2016-10-01 13:50:46.000;31
86787;2016-10-01 13:44:16.273;93;2016-10-01 13:51:06.657;103
33489;2016-10-01 13:43:19.380;10;2016-10-01 13:51:10.807;35
70730;2016-10-01 13:39:59.877;51;2016-10-01 13:51:44.973;12
66327;2016-10-01 13:46:30.603;10;2016-10-01 13:52:41.340;64
53461;2016-10-01 13:46:51.913;15;2016-10-01 13:53:16.000;20
43294;2016-10-01 13:47:40.023;122;2016-10-01 13:53:37.607;130
67603;2016-10-01 13:37:13.033;51;2016-10-01 13:54:27.000;65
73649;2016-10-01 13:47:35.400;9;2016-10-01 13:56:28.000;28
38625;2016-10-01 13:37:13.343;44;2016-10-01 13:56:34.000;63
87440;2016-10-01 13:53:51.700;118;2016-10-01 13:56:57.327;112
29677;2016-10-01 13:49:20.650;39;2016-10-01 13:57:08.000;45
71298;2016-10-01 13:46:34.680;36;2016-10-01 13:57:45.000;61
88072;2016-10-01 13:54:42.780;113;2016-10-01 13:58:24.997;112
43799;2016-10-01 13:52:22.137;33;2016-10-01 13:59:25.757;6
74445;2016-10-01 13:51:58.323;12;2016-10-01 13:59:28.000;65
85409;2016-10-01 13:43:56.320;58;2016-10-01 13:59:55.000;47
40110;2016-10-01 13:53:36.077;8;2016-10-01 14:01:17.000;59
23014;2016-10-01 13:49:43.417;89;2016-10-01 14:01:55.000;23
10162;2016-10-01 13:52:05.903;88;2016-10-01 14:02:54.910;12
22330;2016-10-01 13:52:39.497;5;2016-10-01 14:03:45.693;89
81550;2016-10-01 14:00:51.097;43;2016-10-01 14:04:00.000;49
89424;2016-10-01 13:59:15.300;67;2016-10-01 14:05:09.900;64
76447;2016-10-01 13:49:43.713;6;2016-10-01 14:05:46.000;85
59824;2016-10-01 14:01:24.143;19;2016-10-01 14:06:20.917;37
25671;2016-10-01 13:56:15.873;28;2016-10-01 14:06:51.000;10
54422;2016-10-01 13:29:42.683;67;2016-10-01 14:07:58.000;69
88873;2016-10-01 13:56:02.953;28;2016-10-01 14:08:24.000;47
81715;2016-10-01 14:05:01.617;64;2016-10-01 14:09:10.000;66
53248;2016-10-01 14:04:53.037;42;2016-10-01 14:09:57.000;41
22989;2016-10-01 14:03:31.020;27;2016-10-01 14:10:15.000;31
69567;2016-10-01 14:00:01.190;99;2016-10-01 14:10:29.000;42
87248;2016-10-01 14:01:35.863;102;2016-10-01 14:10:43.020;60
83849;2016-10-01 13:50:31.823;118;2016-10-01 14:10:52.953;124
41685;2016-10-01 13:32:30.997;108;2016-10-01 14:11:17.000;20
5258;2016-10-01 13:57:55.673;67;2016-10-01 14:11:58.567;6
11410;2016-10-01 14:09:01.423;14;2016-10-01 14:12:52.000;85
71093;2016-10-01 14:09:14.540;80;2016-10-01 14:13:37.000;81
16489;2016-10-01 14:06:14.710;61;2016-10-01 14:13:59.000;65
57309;2016-10-01 14:07:59.603;55;2016-10-01 14:14:20.000;57
30167;2016-10-01 13:55:34.313;98;2016-10-01 14:15:04.000;4
51354;2016-10-01 14:06:55.163;87;2016-10-01 14:15:43.000;3
6643;2016-10-01 14:07:09.697;45;2016-10-01 14:16:12.000;57
86485;2016-10-01 13:58:09.423;110;2016-10-01 14:16:20.000;34
83073;2016-10-01 14:08:00.900;52;2016-10-01 14:16:56.490;108
30267;2016-10-01 14:02:49.397;48;2016-10-01 14:17:15.000;63
41731;2016-10-01 14:12:45.830;70;2016-10-01 14:17:58.547;72
48477;2016-10-01 13:59:14.627;2;2016-10-01 14:18:23.000;4
30142;2016-10-01 14:15:49.900;72;2016-10-01 14:19:04.097;71
89448;2016-10-01 14:14:50.653;19;2016-10-01 14:19:52.000;18
81101;2016-10-01 14:07:33.353;68;2016-10-01 14:20:05.000;30
68819;2016-10-01 14:14:50.823;60;2016-10-01 14:20:28.463;75
2244;2016-10-01 14:05:16.303;16;2016-10-01 14:20:41.000;3
20577;2016-10-01 14:12:47.457;89;2016-10-01 14:21:05.150;6
54997;2016-10-01 14:07:00.540;57;2016-10-01 14:22:19.000;41
36970;2016-10-01 14:08:38.737;30;2016-10-01 14:22:52.917;52
79379;2016-10-01 14:18:37.480;101;2016-10-01 14:23:59.000;55
9656;2016-10-01 14:12:38.860;109;2016-10-01 14:25:04.000;40
89821;2016-10-01 14:10:36.697;112;2016-10-01 14:25:42.520;125
85445;2016-10-01 14:21:24.430;94;2016-10-01 14:26:35.000;62
78778;2016-10-01 14:20:51.787;35;2016-10-01 14:27:01.000;56
18094;2016-10-01 14:21:21.210;21;2016-10-01 14:27:50.120;19
87197;2016-10-01 14:14:14.737;110;2016-10-01 14:28:24.000;42
61047;2016-10-01 14:19:17.293;103;2016-10-01 14:28:48.000;34
51858;2016-10-01 14:23:22.830;125;2016-10-01 14:29:28.070;114
28852;2016-10-01 14:17:44.017;121;2016-10-01 14:30:01.000;45
19688;2016-10-01 14:22:50.890;20;2016-10-01 14:30:50.960;11
87365;2016-10-01 14:18:27.727;41;2016-10-01 14:31:39.563;50
45397;2016-10-01 14:26:47.603;70;2016-10-01 14:32:47.000;73
64557;2016-10-01 14:26:42.993;123;2016-10-01 14:33:37.187;126
87348;2016-10-01 14:24:41.320;119;2016-10-01 14:34:35.000;47
18611;2016-10-01 14:27:57.577;57;2016-10-01 14:35:21.000;18
83102;2016-10-01 14:32:36.397;63;2016-10-01 14:35:42.000;5
83367;2016-10-01 14:20:48.880;57;2016-10-01 14:36:49.397;82
72284;2016-10-01 14:26:49.620;129;2016-10-01 14:37:44.400;91
58913;2016-10-01 14:30:57.127;24;2016-10-01 14:38:21.000;41
69755;2016-10-01 14:22:39.530;95;2016-10-01 14:38:42.000;56
11410;2016-10-01 14:30:52.643;85;2016-10-01 14:39:47.000;21
88162;2016-10-01 14:36:26.777;64;2016-10-01 14:40:06.000;65
72868;2016-10-01 14:19:52.440;6;2016-10-01 14:40:28.160;13
87414;2016-10-01 14:30:36.610;36;2016-10-01 14:40:47.000;44
87800;2016-10-01 14:36:10.947;41;2016-10-01 14:41:43.610;38
29999;2016-10-01 14:33:34.273;99;2016-10-01 14:43:01.000;40
88584;2016-10-01 14:38:58.637;73;2016-10-01 14:45:06.000;67
48888;2016-10-01 14:36:52.683;44;2016-10-01 14:45:30.893;101
5598;2016-10-01 13:38:41.987;60;2016-10-01 14:46:34.910;60
88784;2016-10-01 14:43:04.687;120;2016-10-01 14:48:30.480;123
43294;2016-10-01 14:40:40.967;123;2016-10-01 14:48:55.000;116
71549;2016-10-01 14:35:58.057;102;2016-10-01 14:49:54.370;122
47568;2016-10-01 14:42:19.767;87;2016-10-01 14:50:24.000;51
6252;2016-10-01 14:39:59.483;18;2016-10-01 14:51:21.000;8
25869;2016-10-01 14:36:45.823;70;2016-10-01 14:52:21.380;60
65321;2016-10-01 14:36:13.713;10;2016-10-01 14:52:56.000;81
89580;2016-10-01 14:34:35.710;42;2016-10-01 14:53:54.513;11
87660;2016-10-01 14:44:04.330;23;2016-10-01 14:54:44.907;37
87135;2016-10-01 14:43:26.563;98;2016-10-01 14:55:54.743;122
27965;2016-10-01 14:51:01.693;52;2016-10-01 14:58:05.000;32
86967;2016-10-01 14:53:37.210;34;2016-10-01 14:58:51.000;16
89769;2016-10-01 14:41:10.750;21;2016-10-01 14:59:27.877;22
88472;2016-10-01 14:54:36.883;70;2016-10-01 15:00:10.990;72
61879;2016-10-01 14:56:01.870;95;2016-10-01 15:01:00.000;62
84318;2016-10-01 14:32:57.397;23;2016-10-01 15:01:56.000;48
15427;2016-10-01 14:48:38.457;11;2016-10-01 15:03:18.060;46
88458;2016-10-01 14:55:17.133;109;2016-10-01 15:03:51.000;45
27913;2016-10-01 14:51:10.553;123;2016-10-01 15:04:47.690;12
87046;2016-10-01 14:57:49.433;94;2016-10-01 15:05:31.443;12
3883;2016-10-01 14:53:22.757;108;2016-10-01 15:07:01.000;34
50670;2016-10-01 14:57:18.153;1;2016-10-01 15:08:47.000;57
61028;2016-10-01 15:02:22.983;117;2016-10-01 15:10:15.170;129
63051;2016-10-01 15:04:22.517;117;2016-10-01 15:11:16.000;54
79258;2016-10-01 15:05:59.580;44;2016-10-01 15:13:01.097;100
87001;2016-10-01 15:08:16.707;94;2016-10-01 15:13:50.000;3
36563;2016-10-01 14:59:05.747;108;2016-10-01 15:14:39.493;19
41771;2016-10-01 14:58:57.823;24;2016-10-01 15:15:47.000;54
19166;2016-10-01 15:01:45.657;99;2016-10-01 15:17:01.813;128
4831;2016-10-01 15:12:51.070;109;2016-10-01 15:17:50.060;118
70749;2016-10-01 15:15:12.540;48;2016-10-01 15:19:49.560;98
89405;2016-10-01 15:12:50.693;123;2016-10-01 15:20:40.000;48
10562;2016-10-01 15:14:12.960;16;2016-10-01 15:21:30.000;40
78790;2016-10-01 15:11:45.693;56;2016-10-01 15:22:17.000;34
20425;2016-10-01 15:15:17.743;16;2016-10-01 15:23:22.000;49
59338;2016-10-01 15:13:40.430;121;2016-10-01 15:24:31.660;126
88486;2016-10-01 15:20:20.793;89;2016-10-01 15:26:51.000;34
29161;2016-10-01 15:25:06.970;5;2016-10-01 15:28:34.000;57
73233;2016-10-01 15:23:10.123;117;2016-10-01 15:29:28.290;108
14130;2016-10-01 15:22:24.513;89;2016-10-01 15:30:48.000;3
67860;2016-10-01 15:24:31.000;31;2016-10-01 15:33:57.000;68
78784;2016-10-01 15:13:42.353;34;2016-10-01 15:35:16.047;116
66541;2016-10-01 15:27:29.020;115;2016-10-01 15:39:14.687;98
83453;2016-10-01 15:34:27.977;46;2016-10-01 15:41:04.000;31
51093;2016-10-01 15:34:51.150;103;2016-10-01 15:43:00.000;27
83400;2016-10-01 15:35:08.320;57;2016-10-01 15:44:27.000;62
87556;2016-10-01 15:32:19.663;68;2016-10-01 15:47:12.000;61
34134;2016-10-01 15:36:17.307;67;2016-10-01 15:48:45.000;34
33481;2016-10-01 15:40:51.153;93;2016-10-01 15:50:08.000;8
45137;2016-10-01 15:38:14.057;51;2016-10-01 15:51:29.173;99
17430;2016-10-01 15:39:57.153;21;2016-10-01 15:53:42.070;50
89593;2016-10-01 15:50:00.443;42;2016-10-01 15:54:44.893;106
11228;2016-10-01 15:51:06.490;110;2016-10-01 15:55:50.113;91
83563;2016-10-01 15:54:07.960;37;2016-10-01 15:58:06.000;18
